base_type,type_,text,price
komputer-laptop,desktop-mini-pc,Lenovo IdeaCentre AIO 3 22ITL6 i3-1115G4 4GB 256B Intel DOS - 09LID,Rp6.888.000
komputer-laptop,desktop-mini-pc,Mini PC Z85 Z83 4GB/64GB Windows 10 Intel X5 Quadcore Z8350,Rp1.550.000
komputer-laptop,desktop-mini-pc,Akrilik A2 Lembaran 3mm Acrylic 3 mm Bening Transparan Marga Cipta,Rp74.500
komputer-laptop,desktop-mini-pc,MINISFORUM UM690 AMD RYZEN 9 6900HX MINI PC ( NOT STEAM DECK),Rp10.700.000
komputer-laptop,desktop-mini-pc,PAKET CORE 2 DUO E7500 2.9GHZ DAN MOBO LENOVO G41 DDR3 DAN FAN ORY,Rp260.000
komputer-laptop,desktop-mini-pc,Apple Mac Studio 2022 M1 Ultra Chip 64 1TB 2TB RAM SSD M1 Max 32 512GB,Rp32.779.000
komputer-laptop,desktop-mini-pc,"APPLE Termurah Imac Slim Late 2012 21"" Core i5/2.7Ghz/8Gb/1 TB",Rp4.650.000
komputer-laptop,desktop-mini-pc,"HP AIO PC 22-DD2010D i3-1215U 4GB SSD512 WIN11+OHS LED 21.5""",Rp8.155.000
komputer-laptop,desktop-mini-pc,Mini PC AsRock Deskmini X300 - Asrock X300 Mini PC Amd AM4,Rp2.360.000
komputer-laptop,desktop-mini-pc,"ASROCK DESKMINI X300 + Ryzen 3 4350G ( 3,8 GHZ)",Rp3.930.000
komputer-laptop,desktop-mini-pc,Tas CPU,Rp250.000
komputer-laptop,desktop-mini-pc,lenovo thinkcentre m900 sff intel core i3 i5 ddr4 cpu server built up,Rp650.000
komputer-laptop,desktop-mini-pc,Laris Manis Pc Core i3 Ram 4 Gb Hdd 250 GB Bergaransi,Rp675.000
komputer-laptop,desktop-mini-pc,STUBBY AIO,Rp2.500.000
komputer-laptop,desktop-mini-pc,Acer Aspire All in One C22-1700-I5-512/21.5' Core i5 [DQ.BJXSN.002],Rp10.499.000
komputer-laptop,desktop-mini-pc,CPU Kosongan Hp EliteDesk 800 G4 Soket LGA 1151 support Gen8,Rp700.000
komputer-laptop,desktop-mini-pc,ASUS MINI PC PN41-S1-BB5105-AC | Intel Celeron N5105,Rp2.499.000
komputer-laptop,desktop-mini-pc,LENOVO AIO PC V30A-24IIL 0VID CORE I5-1035G1 8GB 1TB HDD+256GB SSD W10,Rp8.661.000
komputer-laptop,desktop-mini-pc,PC CPU Rakitan Intel Core i7 4790 RAM 16 GB SSD,Rp2.290.000
komputer-laptop,desktop-mini-pc,pc817 pc 817 optocoupler sharp asli ori original satuan,Rp1.000
komputer-laptop,desktop-mini-pc,"PC RAKITAN I5 GEN4 4590 3,20 Ghz RAM 8GB SSD 128 MULUS",Rp1.100.000
komputer-laptop,desktop-mini-pc,CPU RAKITAN PC CORE i7 RAM 16 GB VGA 4 GB RADEON DDR5 GAMING EDITING,Rp5.300.000
komputer-laptop,desktop-mini-pc,"APPLE iMac 2021 M1 8-CORE CPU+8-CORE GPU 8GB 256GB 24"" 4.5K",Rp25.999.000
komputer-laptop,desktop-mini-pc,Komputer Full Set Intel Core I5 Ram 8GB SSD 120GB HDD 500GB LED 19 Inc,Rp1.142.000
